dtime,time,open,high,low,close,vwap,volume,count
2025-04-12 14:40:00,1744468800,84987.1,84987.1,84924.0,84924.0,84949.9,0.74908412,35
2025-04-12 14:39:00,1744468740,84951.0,84985.1,84950.1,84985.0,84966.5,0.65238767,28
2025-04-12 14:38:00,1744468680,84951.0,84990.0,84916.2,84949.2,84956.1,26.95709397,93
2025-04-12 14:37:00,1744468620,84899.9,84968.1,84899.9,84951.1,84965.7,4.70625933,39
2025-04-12 14:36:00,1744468560,85029.5,85029.5,84899.8,84899.8,84918.2,0.36972839,52
2025-04-12 14:35:00,1744468500,85050.1,85050.1,84946.4,85014.1,84991.9,1.52503996,80
2025-04-12 14:34:00,1744468440,85059.1,85059.1,85050.0,85050.2,85051.3,0.46416292,25
2025-04-12 14:33:00,1744468380,85189.3,85190.0,85059.0,85059.0,85101.1,2.91096831,75
2025-04-12 14:32:00,1744468320,84963.5,85189.3,84963.4,85189.3,85014.7,23.9252216,363
2025-04-12 14:31:00,1744468260,84960.1,84963.5,84960.1,84963.4,84962.9,1.08061888,21
2025-04-12 14:30:00,1744468200,84878.9,84960.2,84878.8,84960.2,84953.6,3.14863364,57
2025-04-12 14:29:00,1744468140,84818.7,84902.9,84818.7,84870.0,84897.6,1.09665431,33
2025-04-12 14:28:00,1744468080,84772.9,84816.0,84772.8,84816.0,84775.4,0.32489898,25
2025-04-12 14:27:00,1744468020,84861.0,84861.0,84758.7,84772.9,84813.6,1.3811821,50
2025-04-12 14:26:00,1744467960,84975.0,84980.9,84870.0,84870.0,84920.2,6.67535095,82
2025-04-12 14:25:00,1744467900,84873.4,84976.6,84871.6,84971.8,84912.4,4.73583991,125
2025-04-12 14:24:00,1744467840,84770.5,84871.7,84770.5,84871.7,84836.5,2.19434953,119
2025-04-12 14:23:00,1744467780,84678.6,84770.5,84675.2,84770.5,84679.7,29.23325018,133
2025-04-12 14:22:00,1744467720,84496.1,84678.6,84491.8,84678.6,84536.2,3.10222748,63
2025-04-12 14:21:00,1744467660,84378.1,84512.2,84378.1,84495.1,84405.8,0.96293147,48
2025-04-12 14:20:00,1744467600,84366.1,84378.1,84363.9,84378.1,84364.7,0.02678087,11
2025-04-12 14:19:00,1744467540,84390.1,84390.1,84366.1,84366.1,84374.6,1.18594657,20
2025-04-12 14:18:00,1744467480,84397.1,84397.1,84390.0,84390.1,84390.9,0.03403448,16
2025-04-12 14:17:00,1744467420,84399.4,84399.4,84397.1,84397.1,84399.2,0.14237008,6
2025-04-12 14:16:00,1744467360,84411.1,84411.1,84390.0,84397.0,84395.0,0.25720991,21
2025-04-12 14:15:00,1744467300,84492.1,84492.1,84411.1,84411.1,84422.9,2.56167262,62
2025-04-12 14:14:00,1744467240,84480.8,84516.6,84480.7,84501.0,84508.4,0.056476,16
2025-04-12 14:13:00,1744467180,84552.9,84552.9,84476.5,84480.7,84513.2,1.76346015,47
2025-04-12 14:12:00,1744467120,84553.0,84553.0,84552.9,84553.0,84552.9,0.02548218,13
2025-04-12 14:11:00,1744467060,84600.0,84600.0,84546.7,84553.0,84553.4,0.40980273,25
2025-04-12 14:10:00,1744467000,84678.6,84678.6,84600.0,84600.1,84650.0,1.06288304,34
2025-04-12 14:09:00,1744466940,84666.6,84678.6,84666.6,84678.6,84677.9,0.64459995,32
2025-04-12 14:08:00,1744466880,84544.6,84666.6,84544.6,84666.5,84634.2,1.331835,106
2025-04-12 14:07:00,1744466820,84480.1,84544.6,84480.1,84544.6,84498.1,0.0605432,30
2025-04-12 14:06:00,1744466760,84483.0,84483.0,84480.0,84480.1,84480.2,0.11955554,10
2025-04-12 14:05:00,1744466700,84369.6,84474.0,84369.6,84474.0,84421.1,0.67028014,38
2025-04-12 14:04:00,1744466640,84411.1,84411.1,84369.6,84369.7,84372.5,0.71669355,33
2025-04-12 14:03:00,1744466580,84436.9,84436.9,84411.1,84411.1,84432.7,0.59291613,18
2025-04-12 14:02:00,1744466520,84357.0,84432.6,84357.0,84432.6,84370.9,1.21503306,33
2025-04-12 14:01:00,1744466460,84375.1,84375.1,84326.9,84353.9,84339.2,0.14794484,32
2025-04-12 14:00:00,1744466400,84450.7,84473.8,84375.1,84375.1,84427.5,0.96861978,67
2025-04-12 13:59:00,1744466340,84447.7,84450.7,84447.6,84450.6,84447.8,0.07227695,13
2025-04-12 13:58:00,1744466280,84501.1,84501.1,84443.7,84447.7,84478.6,3.29300214,38
2025-04-12 13:57:00,1744466220,84610.7,84611.6,84506.0,84506.0,84591.9,1.16548,49
2025-04-12 13:56:00,1744466160,84480.0,84625.0,84480.0,84610.6,84529.6,21.43248253,234
2025-04-12 13:55:00,1744466100,84416.0,84480.0,84416.0,84480.0,84454.7,2.58450969,86
2025-04-12 13:54:00,1744466040,84395.7,84416.0,84395.7,84416.0,84406.2,0.13166297,82
2025-04-12 13:53:00,1744465980,84301.1,84395.7,84301.1,84395.7,84335.9,3.16440327,42
2025-04-12 13:52:00,1744465920,84177.1,84304.2,84177.1,84301.0,84213.2,0.33556711,49
2025-04-12 13:51:00,1744465860,84190.1,84190.1,84177.0,84177.1,84184.3,0.19084312,17
2025-04-12 13:50:00,1744465800,84240.1,84240.1,84167.1,84190.1,84194.4,0.97082513,46
2025-04-12 13:49:00,1744465740,84366.1,84366.1,84249.0,84249.0,84307.5,0.69859642,35
2025-04-12 13:48:00,1744465680,84339.1,84395.7,84339.1,84374.9,84378.8,0.20558631,31
2025-04-12 13:47:00,1744465620,84365.9,84375.0,84318.7,84343.1,84327.4,12.82888969,51
2025-04-12 13:46:00,1744465560,84258.1,84362.0,84258.1,84362.0,84325.7,0.20131843,60
2025-04-12 13:45:00,1744465500,84135.1,84267.0,84135.1,84258.0,84243.5,0.70570275,49
2025-04-12 13:44:00,1744465440,84233.1,84233.2,84132.0,84135.1,84137.0,0.75978186,43
2025-04-12 13:43:00,1744465380,84050.1,84429.8,84050.1,84280.0,84357.2,42.35631669,398
2025-04-12 13:42:00,1744465320,83817.0,84054.8,83815.8,84050.1,83965.6,7.2295106,107
2025-04-12 13:41:00,1744465260,83817.0,83817.0,83816.9,83817.0,83816.9,0.03512484,9
2025-04-12 13:40:00,1744465200,83800.0,83812.7,83799.9,83812.7,83800.0,0.19925575,22
2025-04-12 13:39:00,1744465140,83800.0,83800.0,83799.9,83799.9,83799.9,0.01603895,9
2025-04-12 13:38:00,1744465080,83709.0,83763.0,83700.1,83763.0,83708.2,0.02120977,15
2025-04-12 13:37:00,1744465020,83709.1,83709.1,83709.0,83709.1,83709.0,0.0068848,6
2025-04-12 13:36:00,1744464960,83718.1,83718.1,83709.1,83709.1,83718.0,0.08348,8
2025-04-12 13:35:00,1744464900,83733.1,83733.1,83724.6,83724.6,83724.6,1.17404409,14
2025-04-12 13:34:00,1744464840,83772.0,83772.0,83731.9,83733.1,83733.5,1.37914011,20
2025-04-12 13:33:00,1744464780,83798.9,83834.6,83781.0,83781.0,83834.1,0.52588882,24
2025-04-12 13:32:00,1744464720,83763.1,83797.1,83753.9,83797.1,83796.9,2.45937085,15
2025-04-12 13:31:00,1744464660,83763.1,83763.1,83763.0,83763.1,83763.0,0.00489667,4
2025-04-12 13:30:00,1744464600,83830.9,83830.9,83763.1,83763.1,83805.0,0.02181568,20
2025-04-12 13:29:00,1744464540,83754.0,83830.9,83754.0,83830.9,83794.2,0.06944583,19
2025-04-12 13:28:00,1744464480,83718.0,83750.2,83717.9,83750.2,83745.6,0.62189681,20
2025-04-12 13:27:00,1744464420,83677.7,83761.5,83677.7,83718.0,83717.5,3.06209146,25
2025-04-12 13:26:00,1744464360,83651.8,83677.7,83651.8,83677.7,83655.4,0.01983392,9
2025-04-12 13:25:00,1744464300,83646.0,83651.8,83646.0,83651.8,83649.1,0.00180898,7
2025-04-12 13:24:00,1744464240,83592.1,83646.0,83592.1,83646.0,83603.1,0.01324986,13
2025-04-12 13:23:00,1744464180,83608.6,83618.9,83592.0,83592.0,83599.9,0.21959732,16
2025-04-12 13:22:00,1744464120,83767.0,83767.0,83608.6,83608.6,83690.8,4.11233727,60
2025-04-12 13:21:00,1744464060,83804.9,83804.9,83766.6,83767.1,83800.4,3.78085184,45
2025-04-12 13:20:00,1744464000,83846.2,83846.2,83808.0,83808.0,83845.6,0.06606482,18
2025-04-12 13:19:00,1744463940,83923.7,83923.7,83846.1,83846.1,83881.7,0.1081671,33
2025-04-12 13:18:00,1744463880,83970.1,83970.1,83923.8,83923.8,83938.3,0.07839193,25
2025-04-12 13:17:00,1744463820,83984.0,84020.8,83979.0,83979.0,84005.9,3.42827778,63
2025-04-12 13:16:00,1744463760,83970.0,83984.0,83970.0,83983.9,83983.8,0.03518242,11
2025-04-12 13:15:00,1744463700,83961.1,83961.1,83961.0,83961.1,83961.0,0.02097022,7
2025-04-12 13:14:00,1744463640,83961.0,83961.1,83961.0,83961.1,83961.0,2.99909112,20
2025-04-12 13:13:00,1744463580,83988.1,83988.1,83961.0,83961.1,83962.0,0.53510986,23
2025-04-12 13:12:00,1744463520,83998.9,83998.9,83988.1,83988.1,83991.8,0.30463457,9
2025-04-12 13:11:00,1744463460,83998.9,83998.9,83998.8,83998.8,83998.8,0.38139226,20
2025-04-12 13:10:00,1744463400,83969.9,83998.9,83969.9,83998.9,83995.1,0.30944026,25
2025-04-12 13:09:00,1744463340,83921.1,83992.4,83921.1,83969.9,83957.3,70.25436033,100
2025-04-12 13:08:00,1744463280,83921.0,83921.1,83921.0,83921.0,83921.0,0.00535885,8
2025-04-12 13:07:00,1744463220,83921.0,83921.0,83921.0,83921.0,83921.0,0.00621061,5
2025-04-12 13:06:00,1744463160,83870.8,83921.0,83870.8,83921.0,83899.6,0.15616923,38
2025-04-12 13:05:00,1744463100,83808.0,83870.8,83808.0,83870.7,83850.7,0.21698118,40
2025-04-12 13:04:00,1744463040,83799.2,83799.2,83799.2,83799.2,83799.2,0.00411449,2
2025-04-12 13:03:00,1744462980,83808.0,83808.0,83799.1,83799.1,83807.8,0.53222162,20
2025-04-12 13:02:00,1744462920,83800.0,83808.0,83799.0,83808.0,83799.2,1.02286736,15
2025-04-12 13:01:00,1744462860,83811.1,83811.1,83799.9,83799.9,83800.2,0.06710374,10
2025-04-12 13:00:00,1744462800,83800.0,83812.2,83800.0,83811.1,83809.9,0.02257882,27
2025-04-12 12:59:00,1744462740,83799.9,83800.0,83799.9,83800.0,83799.9,1.16882282,23
2025-04-12 12:58:00,1744462680,83728.3,83784.8,83728.3,83784.8,83736.4,0.0160707,10
2025-04-12 12:57:00,1744462620,83718.1,83728.3,83718.1,83728.3,83723.3,0.00428119,8
2025-04-12 12:56:00,1744462560,83733.8,83733.8,83733.7,83733.7,83733.7,0.0085624,3
2025-04-12 12:55:00,1744462500,83704.0,83733.8,83704.0,83733.8,83717.8,0.03970262,18
2025-04-12 12:54:00,1744462440,83704.0,83704.0,83704.0,83704.0,83704.0,0.08331261,8
2025-04-12 12:53:00,1744462380,83682.1,83697.4,83682.1,83697.4,83695.2,0.00602053,6
2025-04-12 12:52:00,1744462320,83655.1,83678.0,83655.1,83678.0,83677.5,0.12280266,8
2025-04-12 12:51:00,1744462260,83693.0,83693.0,83655.1,83655.1,83663.1,0.07141665,21
2025-04-12 12:50:00,1744462200,83726.9,83727.0,83699.0,83699.0,83721.6,0.6252375,19
2025-04-12 12:49:00,1744462140,83707.6,83725.3,83707.6,83717.7,83718.0,0.09302725,10
2025-04-12 12:48:00,1744462080,83772.4,83772.4,83704.3,83707.6,83706.4,0.61348795,30
2025-04-12 12:47:00,1744462020,83763.8,83763.8,83763.8,83763.8,83763.8,2.5011583,8
2025-04-12 12:46:00,1744461960,83799.3,83799.3,83763.7,83763.7,83797.1,0.57656572,24
2025-04-12 12:45:00,1744461900,83780.9,83821.3,83780.9,83799.3,83820.0,0.76629874,15
2025-04-12 12:44:00,1744461840,83767.1,83767.1,83767.1,83767.1,83767.1,0.0500594,9
2025-04-12 12:43:00,1744461780,83767.1,83767.1,83767.0,83767.1,83767.0,0.02116811,5
2025-04-12 12:42:00,1744461720,83808.0,83816.9,83772.0,83772.0,83799.4,0.24696679,12
2025-04-12 12:41:00,1744461660,83799.0,83799.0,83790.1,83790.1,83790.6,0.01259234,4
2025-04-12 12:40:00,1744461600,83840.6,83840.6,83808.0,83808.0,83837.2,0.07644412,15
2025-04-12 12:39:00,1744461540,83718.0,83840.6,83718.0,83840.6,83797.9,1.1429299,45
2025-04-12 12:38:00,1744461480,83749.0,83749.0,83727.0,83727.0,83737.3,0.00793081,12
2025-04-12 12:37:00,1744461420,83718.0,83749.0,83718.0,83749.0,83748.8,0.10534452,12
2025-04-12 12:36:00,1744461360,83717.9,83717.9,83717.8,83717.8,83717.8,0.01369647,6
2025-04-12 12:35:00,1744461300,83682.0,83717.9,83681.9,83717.9,83688.8,0.05841433,14
2025-04-12 12:34:00,1744461240,83680.4,83680.4,83680.4,83680.4,83680.4,0.02109674,6
2025-04-12 12:33:00,1744461180,83675.8,83680.4,83675.8,83680.4,83676.9,0.02479677,7
2025-04-12 12:32:00,1744461120,83709.1,83709.1,83674.9,83675.7,83677.9,0.12567991,24
2025-04-12 12:31:00,1744461060,83748.9,83748.9,83709.0,83709.0,83743.8,0.10103903,20
2025-04-12 12:30:00,1744461000,83748.9,83748.9,83748.8,83748.8,83748.8,0.11236483,10
2025-04-12 12:29:00,1744460940,83748.9,83748.9,83748.8,83748.9,83748.8,0.02985575,7
2025-04-12 12:28:00,1744460880,83717.9,83748.9,83717.9,83748.9,83748.7,1.03386782,27
2025-04-12 12:27:00,1744460820,83698.9,83717.9,83698.9,83717.9,83700.8,0.15830727,19
2025-04-12 12:26:00,1744460760,83675.1,83698.4,83675.1,83698.4,83679.5,0.03424597,17
2025-04-12 12:25:00,1744460700,83673.1,83675.1,83673.1,83675.1,83673.2,0.02206776,9
2025-04-12 12:24:00,1744460640,83673.1,83673.1,83673.0,83673.0,83673.0,0.00091273,3
2025-04-12 12:23:00,1744460580,83650.0,83664.0,83650.0,83664.0,83650.0,0.3775952,7
2025-04-12 12:22:00,1744460520,83650.0,83650.0,83649.9,83650.0,83649.9,0.12398304,13
2025-04-12 12:21:00,1744460460,83648.9,83650.0,83648.9,83650.0,83649.7,0.01608751,5
2025-04-12 12:20:00,1744460400,83648.9,83648.9,83648.8,83648.8,83648.8,0.00556429,3
2025-04-12 12:19:00,1744460340,83648.9,83648.9,83648.9,83648.9,83648.9,0.00871216,6
2025-04-12 12:18:00,1744460280,83637.1,83648.9,83637.1,83648.9,83644.5,0.0023696,8
2025-04-12 12:17:00,1744460220,83604.0,83637.1,83603.9,83637.1,83604.0,0.96039613,17
2025-04-12 12:16:00,1744460160,83599.0,83604.0,83599.0,83604.0,83601.9,0.0071844,10
2025-04-12 12:15:00,1744460100,83598.9,83599.0,83598.9,83599.0,83598.9,0.01858541,5
2025-04-12 12:14:00,1744460040,83589.7,83598.9,83589.7,83598.9,83597.5,0.06111083,7
2025-04-12 12:13:00,1744459980,83589.6,83589.7,83589.6,83589.6,83589.6,0.07453933,5
2025-04-12 12:12:00,1744459920,83560.8,83584.8,83560.8,83584.8,83582.9,0.23968424,13
2025-04-12 12:11:00,1744459860,83559.1,83559.1,83559.0,83559.1,83559.0,0.00156984,5
2025-04-12 12:10:00,1744459800,83510.0,83559.2,83509.9,83559.1,83549.6,4.51931285,28
2025-04-12 12:09:00,1744459740,83499.9,83510.0,83499.9,83510.0,83502.1,0.00757535,6
2025-04-12 12:08:00,1744459680,83473.3,83497.8,83473.3,83497.8,83489.4,0.00155884,10
2025-04-12 12:07:00,1744459620,83475.1,83475.1,83475.0,83475.1,83475.0,0.02084375,9
2025-04-12 12:06:00,1744459560,83493.1,83493.1,83475.1,83475.1,83478.0,0.01522055,11
2025-04-12 12:05:00,1744459500,83500.1,83500.1,83493.1,83493.1,83499.1,0.05747706,17
2025-04-12 12:04:00,1744459440,83503.9,83503.9,83500.0,83500.1,83501.0,0.00406607,4
2025-04-12 12:03:00,1744459380,83506.0,83506.0,83500.0,83500.0,83505.6,0.0405125,6
